Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D13TA608044;2020-10-10T09:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T14:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T15:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T16:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T17:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T18:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T19:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T20:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T21:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T22:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-10T23:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T00:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T01:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T02:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T03:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T04:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T05:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T06:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T07:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T08:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T09:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T10:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T11:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T12:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T13:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T14:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T15:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T16:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T17:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T22:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-11T23:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T00:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T01:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T02:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T03:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T04:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T05:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T06:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T07:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T08:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T09:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T10:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T11:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T12:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T13:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T18:00:19Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T19:00:19Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T20:00:19Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T21:00:19Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T22:00:25Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-12T23:00:25Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T00:00:25Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T01:00:25Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T02:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T03:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T04:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T05:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T06:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T07:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T08:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T09:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T10:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T11:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T12:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T13:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T14:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T15:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T16:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T17:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T18:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T19:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T20:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T21:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T22:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-13T23:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T00:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T01:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T06:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T07:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T08:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T09:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T10:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T11:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T12:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T13:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T14:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T15:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T16:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T17:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T18:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T19:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T20:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T21:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T22:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-14T23:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T00:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T01:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T02:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T03:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T04:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T05:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T06:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T07:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T08:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T09:00:07Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T10:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T11:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T12:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T13:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T14:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T15:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T16:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T17:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T18:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T19:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T20:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T21:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T22:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-15T23:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T00:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T01:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T02:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T03:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T04:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T05:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T06:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T07:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T08:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T09:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T10:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T11:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T12:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T13:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T14:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T15:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T16:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T17:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T18:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T19:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T20:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T21:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T22:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-16T23:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T00:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T01:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T02:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T03:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T04:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T05:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T06:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T07:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T08:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T09:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T10:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T11:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T12:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T13:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T14:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T15:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T16:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T17:00:11Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T22:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-17T23:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T00:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T01:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T02:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T03:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T04:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T05:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T06:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T07:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T08:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T09:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T10:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T11:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T12:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T13:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T14:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T15:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T16:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T17:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T22:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-18T23:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T00:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T01:00:12Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T02:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T03:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T04:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T05:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T06:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T07:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T08:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T09:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T10:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T11:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T12:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T13:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T14:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T15:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T16:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T17:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T18:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T19:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T20:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T21:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T22:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-19T23:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T00:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T01:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T02:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T03:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T04:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T05:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T06:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T07:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T08:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T09:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T10:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T11:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T12:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T13:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T14:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T15:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T16:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T17:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T18:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T19:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T20:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T21:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T22:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-20T23:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T00:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T01:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T02:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T03:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T04:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T05:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T06:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T07:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T08:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T09:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T10:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T11:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T12:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T13:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T18:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T19:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T20:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T21:00:23Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T22:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-21T23:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T00:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T01:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T02:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T03:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T04:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T05:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T06:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T07:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T08:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T09:00:24Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T10:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T11:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T12:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T13:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T14:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T15:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T16:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T17:00:14Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T18:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T19:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T20:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T21:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T22:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-22T23:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T00:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T01:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T02:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T03:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T04:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T05:00:21Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T06:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T07:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T08:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T09:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T10:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T11:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T12:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T13:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T14:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T15:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T16:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T17:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T18:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T19:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T20:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T21:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T22:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-23T23:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T00:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T01:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T02:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T03:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T04:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T05:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T06:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T07:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T08:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T09:00:22Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T10:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T11:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T12:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T13:00:18Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T14:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T15:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T16:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T17:00:15Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T18:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T19:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T20:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T21:00:10Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T22:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-24T23:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T00:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T01:00:17Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T02:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T03:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T04:00:16Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T05:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T06:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T07:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T08:00:13Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T09:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T10:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T11:00:20Z;3329001
EMUASA-MURCIA;D13TA608044;2020-10-25T12:00:20Z;3329001
